Trd, 004455.750, 150.0
Trd, 004486.500, 150.0
Trd, 004516.000, 150.0
Trd, 004516.833, 130.0
Trd, 004541.833, 150.0
Trd, 004542.417, 130.0
Trd, 004544.000, 110.0
Trd, 004571.750, 150.0
Trd, 004572.333, 130.0
Trd, 004574.000, 110.0
Trd, 004576.500, 90.0
Trd, 004602.167, 150.0
Trd, 004603.667, 130.0
Trd, 004605.583, 110.0
Trd, 004607.833, 90.0
Trd, 004627.500, 150.0
Trd, 004628.333, 130.0
Trd, 004630.583, 110.0
Trd, 004636.500, 90.0
Trd, 004659.000, 150.0
Trd, 004659.667, 130.0
Trd, 004662.250, 110.0
Trd, 004685.917, 150.0
Trd, 004687.417, 130.0
Trd, 004688.250, 110.0
Trd, 004695.250, 90.0
Trd, 004714.167, 150.0
Trd, 004715.333, 130.0
Trd, 004716.250, 110.0
Trd, 004722.250, 90.0
Trd, 004741.833, 150.0
Trd, 004742.250, 130.0
Trd, 004744.917, 110.0
Trd, 004749.333, 90.0
Trd, 004771.917, 150.0
Trd, 004772.833, 130.0
Trd, 004773.167, 110.0
Trd, 004800.417, 150.0
Trd, 004800.750, 130.0
Trd, 004801.667, 110.0
Trd, 004803.250, 90.0
Trd, 004831.083, 150.0
Trd, 004831.417, 130.0
Trd, 004832.250, 110.0
Trd, 004833.583, 90.0
Trd, 004835.917, 55.0
Trd, 004858.167, 150.0
Trd, 004858.417, 130.0
Trd, 004860.083, 110.0
Trd, 004887.000, 150.0
Trd, 004887.250, 130.0
Trd, 004887.583, 110.0
Trd, 004892.000, 90.0
Trd, 004915.083, 150.0
Trd, 004915.333, 130.0
Trd, 004916.333, 110.0
Trd, 004917.167, 90.0
Trd, 004943.667, 134
Trd, 004943.917, 130.0
Trd, 004944.750, 110.0
Trd, 004944.833, 90.0
Trd, 004972.750, 150.0
Trd, 004973.333, 130.0
Trd, 004974.583, 110.0
